"session";"created";"modified";"ended";"expired";"last_outside_referrer";"browser";"server_start";"consent";"gender";"age";"edu_highest";"SES_subj";"state";"work";"study";"relationship";"relationship_qual";"income_before";"income_now";"offline_purchase";"online_purchase";"credit_card";"credit_card_amount";"debt";"debt_amount";"clothes";"shoes";"jewellery";"electronics";"grocery";"gift";"books_movies_music_games";"health_beauty";"bags_accessories";"hobby";"clothes_value";"shoes_value";"jewellery_value";"electronics_value";"grocery_value";"gift_value";"books_movies_music_games_value";"health_beauty_value";"bags_accessories_value";"hobby_value";"attention_check_1";"coss_salience_1";"coss_salience_2";"coss_salience_3";"coss_salience_4";"coss_moodMod_1";"coss_moodMod_2";"coss_moodMod_3";"coss_moodMod_4";"coss_conflict_1";"coss_conflict_2";"coss_conflict_3";"coss_conflict_4";"coss_tolerance_1";"coss_tolerance_2";"coss_tolerance_3";"coss_tolerance_4";"coss_relapse_1";"coss_relapse_2";"coss_relapse_3";"coss_relapse_4";"coss_withdrawal_1";"coss_withdrawal_2";"coss_withdrawal_3";"coss_withdrawal_4";"coss_problems_1";"coss_problems_2";"coss_problems_3";"coss_problems_4";"bergen_salience_1";"bergen_salience_2";"bergen_salience_3";"bergen_salience_4";"bergen_moodMod_1";"bergen_moodMod_2";"bergen_moodMod_3";"bergen_moodMod_4";"bergen_conflict_1";"bergen_conflict_2";"bergen_conflict_3";"bergen_conflict_4";"bergen_tolerance_1";"bergen_tolerance_2";"bergen_tolerance_3";"bergen_tolerance_4";"bergen_relapse_1";"bergen_relapse_2";"bergen_relapse_3";"bergen_relapse_4";"bergen_withdrawal_1";"bergen_withdrawal_2";"bergen_withdrawal_3";"bergen_withdrawal_4";"bergen_problems_1";"bergen_problems_2";"bergen_problems_3";"bergen_problems_4";"attention_check_2";"ciss_1_task";"ciss_2_task";"ciss_3_task";"ciss_4_task";"ciss_5_task";"ciss_6_task";"ciss_7_task";"ciss_8_emot";"ciss_9_emot";"ciss_10_emot";"ciss_11_emot";"ciss_12_emot";"ciss_13_emot";"ciss_14_emot";"ciss_15_treat";"ciss_16_treat";"ciss_17_treat";"ciss_18_contact";"ciss_19_contact";"ciss_20_contact";"pss_1";"pss_2";"pss_3";"pss_4r";"pss_5r";"pss_6r";"pss_7r";"pss_8";"pss_9r";"pss_10r";"pss_11";"pss_12";"pss_13r";"pss_14";"stress_outbreak";"BAs_alcohol";"BAs_smoking";"BAs_legal_drug";"BAs_illegal_drug";"BAs_gambling";"BAs_gaming";"BAs_overeating";"BAs_other";"BAs_other_text";"BAs_other_freq";"sds_2r";"sds_3r";"sds_4r";"sds_5r";"sds_6";"sds_7";"sds_8";"sds_9";"sds_10";"attention_check_3";"sds_1r";"age2";"feedback"
"SBlnmjRrzrQ4agJNQGoqyQSkOCIc0IlblpipLX7leA0cw9uIg6Ta2TjJtxp0A5S6";"2020-04-05 21:13:46";"2020-04-05 21:26:41";"2020-04-05 21:26:41";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=31LVTDXBLCM6JDFYPN5790Q649GRL4&hitId=359AP8GAHKW1C63JDU90CGDYZ9RC7E&workerId=A1XBWSV6TWJUU8&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"34";"4";"average";"California";"1";"2";"1";"1";"35_50k";"35_50k";"2";"2";"2";"4000_10000";"2";"4000_10000";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"100_250";"";"";"";"250_500";"";"100_250";"";"";"";"5";"2";"2";"4";"4";"2";"2";"2";"2";"1";"2";"2";"1";"4";"4";"2";"4";"2";"2";"2";"4";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"4";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"5";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"4";"4";"4";"4";"4";"4";"4";"3";"3";"1";"1";"2";"3";"2";"4";"3";"4";"3";"4";"4";"3";"3";"3";"4";"5";"3";"4";"3";"3";"3";"4";"3";"4";"3";"8";"1";"4";"1";"1";"1";"1";"2";"2";"";"";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"34";""
"UHRrwOzUIMx6cvUiMMsB3R8fjWkiAEiQ_AGh5thrnPoieRyOQoKEFXd1ygMNj_ML";"2020-04-08 06:52:28";"2020-04-08 07:03:37";"2020-04-08 07:03:38";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3QEMNNSB22BD3I7R3S9DL6R1VUV7DT&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=AXKVHJHF1EOVT&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"41";"3";"average";"Arizona";"4";"1";"1";"1";"50-75k";"50-75k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"5";"2";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"4";"4";"4";"2";"2";"5";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"1";"1";"1";"3";"3";"4";"3";"1";"3";"3";"1";"2";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"";"";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"41";""
"g85rmCnefESCdwd6-3f2j-lVdCwIstBGvcyadceQXXeJ2XU8DIg8jB8hgl4gTxXG";"2020-04-08 06:52:40";"2020-04-08 07:04:28";"2020-04-08 07:04:28";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3A1PQ49WVMTG4CXR08BUBHFMK0OH1F&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2UO3QJZNC2VOE&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36";"1";"2";"34";"2";"average";"Tennessee";"1";"2";"2";"";"35_50k";"35_50k";"2";"2";"1";"";"1";"";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"50_100";"";"";"";"100_250";"";"50_100";"";"";"";"5";"3";"1";"3";"1";"4";"3";"2";"3";"3";"3";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"4";"2";"2";"1";"1";"1";"2";"2";"3";"1";"1";"1";"1";"3";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"3";"4";"5";"4";"4";"1";"2";"2";"1";"1";"1";"2";"4";"4";"4";"4";"4";"5";"1";"1";"1";"5";"4";"3";"4";"1";"5";"4";"1";"1";"4";"1";"2";"3";"1";"1";"1";"1";"1";"1";"2";"";"";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"34";""
"7ThkfMTxaM8O2Zt5Cj2sgTKnb3cGQ7zrRWMmQlxXwYGn3fLLsZem1W4-PC78VxMi";"2020-04-08 06:53:12";"2020-04-08 07:06:41";"2020-04-08 07:06:41";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3WETL7AQWYK0YMRBMAO4ADRTDBB53E&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=AD0NVUGLDYDYN&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"1";"29";"5";"rich";"California";"1";"2";"1";"2";"75_100k";"75_100k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"";"";"";"";"100_250";"";"less_than_50";"less_than_50";"";"";"5";"1";"1";"1";"1";"4";"4";"1";"4";"1";"1";"1";"1";"4";"1";"4";"3";"1";"1";"1";"3";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"2";"3";"2";"2";"2";"4";"4";"4";"3";"4";"3";"5";"4";"3";"3";"3";"4";"4";"4";"3";"3";"4";"3";"3";"3";"4";"2";"5";"1";"1";"1";"1";"1";"1";"2";"2";"";"";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"29";""
"NV-wAebjbRBlboJ_rdcgz7xLIhh5Gzc7emhAwA0ISH2DTjvSvscuyZeP8s02oIx-";"2020-04-08 06:53:35";"2020-04-08 07:10:41";"2020-04-08 07:10:41";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3P4RDNWNDAINVOOFWFZLFTCNEU3JIE&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1OL3M196AOHTO&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"47";"4";"average";"Arizona";"1";"2";"1";"1";"under_15";"15_25k";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"";"";"";"";"50_100";"";"";"";"";"less_than_50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"4";"4";"4";"4";"4";"4";"4";"5";"5";"4";"5";"3";"4";"4";"4";"3";"3";"5";"5";"4";"5";"4";"5";"5";"5";"3";"4";"1";"2";"2";"3";"4";"5";"3";"2";"5";"5";"5";"5";"5";"3";"4";"2";"5";"3";"3";"4";"5";"5";"4";"3";"2";"2";"4";"2";"4";"4";"3";"3";"4";"4";"3";"10";"2";"1";"3";"1";"1";"4";"5";"1";"";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"47";"A1OL3M196AOHTO"
"_vVPFJNNxSZeIQWFSXRBzYTy3BHpvUC5t54UQlkaanjmSqUhy5rSeuNW_GlCfTJl";"2020-04-08 06:53:36";"2020-04-08 07:06:50";"2020-04-08 07:06:50";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3BWI6RSP7LLIVOLRZNKXRO9MV6W7EM&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2Y0WNHMT4PZ4C&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"2";"52";"3";"average";"Texas";"1";"2";"1";"1";"50-75k";"50-75k";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"";"";"";"";"100_250";"";"";"less_than_50";"";"less_than_50";"5";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"4";"4";"4";"4";"5";"3";"1";"1";"1";"1";"1";"2";"1";"4";"1";"1";"1";"4";"2";"1";"1";"1";"4";"4";"5";"4";"1";"4";"5";"1";"4";"4";"1";"3";"1";"4";"1";"1";"1";"1";"2";"2";"";"";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"52";""
"coLiS_azQ4sObnEWRtxUDXtKm1bFV_CMVqg9FHO1Q3S55uoaOdUNw2DO3rt5lYw8";"2020-04-08 06:55:15";"2020-04-08 07:28:48";"2020-04-08 07:28:48";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3L6L49WXW59LGIAFMOTNKIJZRB754Z&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A32JEH06T23HDF&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"26";"3";"rich";"Colorado";"2";"2";"1";"2";"50-75k";"35_50k";"1";"2";"2";"4000_10000";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"";"";"";"";"250_500";"";"";"";"";"";"5";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"3";"1";"2";"1";"1";"1";"1";"2";"1";"5";"2";"2";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"4";"3";"4";"4";"3";"2";"2";"2";"2";"3";"1";"4";"3";"4";"1";"5";"1";"2";"3";"2";"3";"2";"2";"4";"4";"2";"2";"2";"4";"4";"4";"3";"2";"9";"1";"1";"1";"1";"2";"1";"1";"2";"";"";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"26";""
"elY8y9lYI15lbW51ejP31_KZ328jQjW9BdE-XPsu2RfIDbKR-iob-r1zngjuZuXD";"2020-04-08 06:57:56";"";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3BWI6RSP7LLIVOLRZNKXRO9MV6WE7T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1GKD3NG1NNHRP&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"gFmYrAwNg2XWbtllDSg0FMSHcj457_B3jkmaOpo066BRxnTulDUbMzL1Df7mty-F";"2020-04-08 07:12:41";"2020-04-08 07:21:30";"2020-04-08 07:21:30";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3TMSXRD2XBCY12SGV7XUCKP9ZO11WZ&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2QWTQ4I70BRWO&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"32";"2";"poor";"California";"2";"2";"2";"";"15_25k";"15_25k";"2";"1";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"";"";"";"";"50_100";"";"";"";"";"50_100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"2";"4";"1";"3";"3";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"4";"2";"2";"1";"1";"2";"1";"4";"4";"4";"4";"4";"4";"4";"3";"3";"2";"2";"3";"4";"3";"3";"2";"2";"2";"2";"1";"1";"4";"2";"4";"4";"4";"3";"1";"4";"3";"1";"3";"3";"2";"6";"1";"1";"1";"1";"1";"4";"1";"2";"";"";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"32";""
"58_FsClR8RX6F2hh8M8l9qPQ9KZAG3fIrKiF1l0ukBicDMmGD6MNY-e9nXZmlph7";"2020-04-08 07:22:06";"2020-04-08 07:39:14";"2020-04-08 07:39:14";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3PB5A5BD00IGF2HI5IALRRUY8MB7G3&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A3IPQOLO0RNF3K&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"1";"2";"32";"4";"poor";"California";"1";"2";"1";"1";"50-75k";"35_50k";"1";"2";"";"";"";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"";"";"";"";"100_250";"";"";"";"";"";"3";"4";"3";"3";"4";"2";"2";"2";"2";"4";"3";"3";"3";"4";"3";"4";"3";"2";"3";"4";"4";"2";"3";"3";"2";"4";"4";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"4";"3";"3";"4";"4";"3";"3";"4";"2";"3";"4";"3";"2";"3";"2";"3";"3";"2";"3";"2";"3";"3";"2";"2";"2";"3";"3";"4";"4";"3";"3";"3";"2";"4";"7";"3";"2";"3";"4";"2";"3";"3";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"32";"Good"
"ssLOOM7cSis8g9vveeIiPgYU7S1JdCw1ehxyajMOV9lXYhLTAIqAVfhZ2BeLbsOF";"2020-04-08 07:26:51";"2020-04-08 07:38:19";"2020-04-08 07:38:19";"";"";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.122 Safari/537.36";"1";"2";"29";"2";"poor";"Kentucky";"1";"2";"2";"";"";"";"2";"2";"1";"";"1";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"";"";"";"";"50_100";"";"";"";"";"";"4";"4";"3";"3";"4";"3";"4";"2";"3";"3";"2";"3";"4";"4";"2";"4";"4";"3";"3";"3";"4";"4";"3";"3";"3";"3";"4";"3";"4";"4";"4";"3";"4";"4";"3";"4";"4";"4";"4";"4";"3";"4";"4";"4";"3";"4";"3";"2";"3";"3";"4";"4";"3";"3";"2";"3";"4";"3";"4";"2";"3";"3";"4";"3";"4";"3";"4";"3";"3";"3";"3";"2";"3";"4";"3";"2";"2";"3";"3";"3";"2";"4";"3";"4";"3";"2";"4";"3";"4";"4";"4";"4";"6";"1";"1";"1";"1";"1";"1";"1";"2";"";"";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"29";""
"SN89ktAJdosUU6BkVXJESeRPmJkvqg0nesL8jL8ySQT4RvFJUpvddsfQBXkfvdR-";"2020-04-08 07:28:17";"2020-04-09 08:26:11";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=33FOTY3KERXPN4MBEGXT0QI678JC11&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1KTPYX40PRLVW&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36";"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Mobile Safari/537.36";"1";"1";"32";"4";"poor";"Minnesota";"1";"2";"2";"";"35_50k";"35_50k";"2";"2";"2";"4000_10000";"1";"";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"";"";"";"";"100_250";"";"less_than_50";"less_than_50";"";"";"5";"3";"5";"5";"4";"4";"4";"4";"4";"2";"1";"1";"1";"4";"4";"5";"5";"3";"1";"3";"3";"4";"4";"4";"5";"4";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"5";"2";"1";"1";"3";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"2";"1";"4";"4";"4";"1";"1";"1";"1";"5";"1";"1";"4";"5";"2";"5";"10";"1";"1";"3";"1";"1";"3";"3";"2";"";"";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"32";""
"56fRh-vNvpbTsjIvc5qyJsrMUU6AUQZnrqSNfsx7IcGSaeOfa0OBCxHpM_sXVlKX";"2020-04-08 07:30:11";"2020-04-08 07:42:10";"2020-04-08 07:42:10";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=3PIWWX1FJOIJQZ8LEXKLRURNR9SJJQ&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A1C9ZHH1PV21PG&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"Mozilla/5.0 (X11; CrOS x86_64 12739.111.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.162 Safari/537.36";"1";"1";"25";"3";"poor";"California";"1";"1";"1";"1";"15_25k";"15_25k";"2";"2";"2";"";"2";"";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"";"";"";"";"50_100";"";"";"";"";"";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"4";"4";"3";"2";"3";"3";"3";"4";"2";"4";"3";"3";"4";"2";"4";"3";"3";"4";"2";"2";"2";"3";"1";"4";"3";"3";"3";"3";"3";"3";"3";"3";"4";"2";"2";"4";"2";"2";"3";"4";"4";"2";"2";"4";"3";"1";"4";"4";"3";"4";"4";"4";"3";"3";"3";"3";"2";"2";"4";"3";"3";"3";"2";"3";"2";"4";"2";"2";"2";"1";"3";"3";"2";"2";"2";"2";"2";"3";"3";"2";"6";"1";"1";"1";"1";"1";"1";"2";"2";"";"";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"25";""
"46_UnkfiPyCHvlBeWhSA0cEfIE1AG2lgJpU_Fb1KnSRUdm7op9y6jWilb-Gr_qqZ";"2020-04-08 07:33:06";"2020-04-08 07:33:34";"";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=39O5D9O87Y4LX70Q1KBCOJX35SXC3T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A4J4GGMKJ68L0&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36";"1";"2";"77";"1";"NA";"Alabama";"2";"2";"1";"2";"25_35k";"75_100k";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"wyoYA1UqtVYvROqSY5bGgzqwR3nkMb3sIjaYk_9s6KcdT-zxB4jZ0SksJmxz__Ve";"2020-04-08 07:35:02";"2020-04-08 07:42:59";"2020-04-08 07:42:59";"";"https://www.mturkcontent.com/dynamic/hit?assignmentId=39O5D9O87Y4LX70Q1KBCOJX35SXC3T&hitId=3PA41K45WRGK6VCNIZV6WGC5YUO7P9&workerId=A2LIQFOFJYFC93&turkSubmitTo=https%3A%2F%2Fwww.mturk.com";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36";"1";"1";"23";"4";"rich";"Illinois";"1";"1";"1";"1";"35_50k";"25_35k";"1";"1";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"3";"3";"4";"4";"3";"4";"3";"3";"4";"3";"3";"2";"4";"3";"4";"3";"4";"3";"2";"4";"4";"4";"3";"4";"3";"3";"3";"3";"4";"4";"4";"3";"3";"3";"7";"3";"4";"3";"4";"3";"3";"4";"1";"good";"3";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"22";"nothing"
